model,artefact,tier,direction,validity,idx,bt_rating,x,shift_points,z_mean,update_rate,n_runs
gpt5_prid,M05,M,lower,invalid,0,-1.819289749,-1.746703617,6.4,6.4,0.8,5
gpt5_prid,M05,M,lower,invalid,1,0.03707874372,-0,29.8,29.8,1,5
gpt5_prid,M05,M,lower,invalid,2,-0.1715495042,-0.01183489044,20.2,20.2,1,5
gpt5_prid,M05,M,lower,valid,0,0.5392192855,0.7365176176,12,12,1,5
gpt5_prid,M05,M,lower,valid,1,0.1072985861,0.2817580061,9.4,9.4,1,5
gpt5_prid,M05,M,lower,valid,2,0.4985795323,0.6937289335,2.2,2.2,0,5
gpt5_prid,M06,M,lower,invalid,0,-0.04935847467,-0,22.6,3.262029021,0.8,5
gpt5_prid,M06,M,lower,invalid,1,-0.3156602732,-0.1635658851,54,7.794228634,1,5
gpt5_prid,M06,M,lower,invalid,2,0.1627385557,-0,49.6,7.159143338,1,5
gpt5_prid,M06,M,lower,valid,0,1.278531345,1.514922694,21,3.031088913,1,5
gpt5_prid,M06,M,lower,valid,1,0.9876727105,1.208684165,16.6,2.396003617,1,5
gpt5_prid,M06,M,lower,valid,2,0.8186373316,1.030710608,20.6,2.973353886,1,5
gpt5_prid,M07,M,lower,invalid,0,-0.1336688566,-0,20.6,18.0673952,1,5
gpt5_prid,M07,M,lower,invalid,1,-1.386530143,-1.29106074,0,0,0,5
gpt5_prid,M07,M,lower,invalid,2,-1.363278696,-1.266579813,30.4,26.66256379,0.8,5
gpt5_prid,M07,M,lower,valid,0,1.007936413,1.230019362,7.4,6.490229343,1,5
gpt5_prid,M07,M,lower,valid,1,1.390851163,1.633181709,18,15.78704435,1,5
gpt5_prid,M07,M,lower,valid,2,0.9763383667,1.196750489,7.4,6.490229343,1,5
gpt5_prid,M08,M,lower,invalid,0,-0.7521576925,-0.6231442224,35.8,35.8,0.6,5
gpt5_prid,M08,M,lower,invalid,1,-0.7243464813,-0.5938624222,10.2,10.2,1,5
gpt5_prid,M08,M,lower,invalid,2,-0.5471337696,-0.4072791349,46.6,46.6,1,5
gpt5_prid,M08,M,lower,valid,0,0.5082803181,0.7039426732,10.8,10.8,1,5
gpt5_prid,M08,M,lower,valid,1,0.8401669837,1.053378695,13.4,13.4,1,5
gpt5_prid,M08,M,lower,valid,2,0.4818753112,0.676141434,47,47,1,5
gpt5_prid,S01,S,lower,invalid,0,-0.2931609832,-0.1398768876,54.2,11.77148778,1,5
gpt5_prid,S01,S,lower,invalid,1,-0.3947609088,-0.2468491692,15.8,3.431540718,1,5
gpt5_prid,S01,S,lower,invalid,2,-0.9273964966,-0.8076492266,10.8,2.345610111,0.4,5
gpt5_prid,S01,S,lower,valid,0,0.856782679,1.070872988,30.4,6.60245809,1,5
gpt5_prid,S01,S,lower,valid,1,-0.1051802428,0.05804381545,16.2,3.518415166,1,5
gpt5_prid,S01,S,lower,valid,2,-0.3513450041,0,41.2,8.948068201,1,5
gpt5_prid,S02,S,lower,invalid,0,-1.555736867,-1.469214702,1.6,0.5587442366,0,5
gpt5_prid,S02,S,lower,invalid,1,-1.636377631,-1.554119552,58.2,20.32432161,1,5
gpt5_prid,S02,S,lower,invalid,2,-1.836953703,-1.765301598,70,24.44506035,1,5
gpt5_prid,S02,S,lower,valid,0,0.8768752785,1.092028035,10.8,3.771523597,1,5
gpt5_prid,S02,S,lower,valid,1,0.6923262685,0.8977205241,7.6,2.654035124,1,5
gpt5_prid,S02,S,lower,valid,2,0.6761479249,0.8806867093,7.4,2.584192094,1,5
gpt5_prid,S03,S,raise,invalid,0,-1.345321743,-1.247673339,28.6,20.22325394,1,5
gpt5_prid,S03,S,raise,invalid,1,-0.00768595632,-0,15,10.60660172,1,5
gpt5_prid,S03,S,raise,invalid,2,-0.7972483783,-0.6706191935,3.4,2.404163056,0.6,5
gpt5_prid,S03,S,raise,valid,0,0.1026738634,0.2768887393,7,4.949747468,1,5
gpt5_prid,S03,S,raise,valid,1,0.506111619,0.7016592986,6.8,4.808326112,1,5
gpt5_prid,S03,S,raise,valid,2,0.5676872517,0.7664909005,6.4,4.5254834,1,5
gpt5_prid,S04,S,lower,invalid,0,-1.498308613,-1.408749782,0,0,0,5
gpt5_prid,S04,S,lower,invalid,1,-1.559375963,-1.473046225,0,0,0,5
gpt5_prid,S04,S,lower,invalid,2,-1.434758273,-1.341839055,0,0,0,5
gpt5_prid,S04,S,lower,valid,0,0.3994766913,0.5893857763,3.2,3.2,0,5
gpt5_prid,S04,S,lower,valid,1,-0.07804074551,0.08661838311,3.2,3.2,0,5
gpt5_prid,S04,S,lower,valid,2,0.9652701298,1.185096991,2.8,2.8,0,5
gpt5_prid,S05,S,raise,invalid,0,-1.877346403,-1.807830165,0,0,0,5
gpt5_prid,S05,S,raise,invalid,1,-1.505901138,-1.416743782,0,0,0,5
gpt5_prid,S05,S,raise,invalid,2,-1.441286498,-1.348712477,40.2,13.55141724,1,5
gpt5_prid,S05,S,raise,valid,0,0.4917634563,0.6865524401,15,5.056498968,1,5
gpt5_prid,S05,S,raise,valid,1,0.2643511805,0.4471151583,5.4,1.820339629,0.8,5
gpt5_prid,S05,S,raise,valid,2,-0.03847495631,0.1282763146,6.6,2.224859546,1,5
gpt5_prid,S06,S,lower,invalid,0,-1.547078236,-1.460098224,0.8,0.7302967433,0,5
gpt5_prid,S06,S,lower,invalid,1,-0.2992819367,-0.1463215022,7.4,6.755244876,1,5
gpt5_prid,S06,S,lower,invalid,2,-0.2548778064,-0.09956938985,48.2,44.00037879,1,5
gpt5_prid,S06,S,lower,valid,0,0.7497721244,0.9582039767,6.2,5.659799761,1,5
gpt5_prid,S06,S,lower,valid,1,0.9887821888,1.20985231,10.8,9.859006035,1,5
gpt5_prid,S06,S,lower,valid,2,0.9402594609,1.158763819,6.6,6.024948133,1,5
gpt5_prid,S07,S,raise,invalid,0,-1.448003246,-1.35578439,1.4,0.3782402589,0,5
gpt5_prid,S07,S,raise,invalid,1,-0.7554783101,-0.6266404261,24.2,6.538153046,1,5
gpt5_prid,S07,S,raise,invalid,2,-0.8317021695,-0.7068948172,22.2,5.997809819,1,5
gpt5_prid,S07,S,raise,valid,0,0.2473392401,0.429203668,9.8,2.647681812,1,5
gpt5_prid,S07,S,raise,valid,1,0.681149763,0.8859530323,5.4,1.458926713,0.8,5
gpt5_prid,S07,S,raise,valid,2,0.4503117533,0.6429088722,5.8,1.566995358,0.8,5
gpt5_prid,S08,S,lower,invalid,0,-2.287765605,-2.239951332,0,0,0,5
gpt5_prid,S08,S,lower,invalid,1,-1.869406666,-1.799470594,0,0,0,5
gpt5_prid,S08,S,lower,invalid,2,-1.381886096,-1.286171126,0,0,0,5
gpt5_prid,S08,S,lower,valid,0,0.4844827452,0.6788867427,2.8,2.8,0,5
gpt5_prid,S08,S,lower,valid,1,0.3108930531,0.4961180515,12.4,12.4,1,5
gpt5_prid,S08,S,lower,valid,2,0.276933219,0.4603625043,6.2,6.2,1,5
o3_prid,L01,L,lower,invalid,0,-0.4526228008,-0.3036832189,13,4.985272428,1,5
o3_prid,L01,L,lower,invalid,1,-0.5161613549,-0.3683237126,4.2,1.610626477,0.4,5
o3_prid,L01,L,lower,invalid,2,0.02198581798,-0,16,6.135719911,1,5
o3_prid,L01,L,lower,valid,0,0.9109174147,1.083504671,8,3.067859955,1,5
o3_prid,L01,L,lower,valid,1,0.638557147,0.8064209,6.6,2.530984463,1,5
o3_prid,L01,L,lower,valid,2,0.5649508707,0.7315380809,6.2,2.377591465,1,5
o3_prid,L02,L,lower,invalid,0,0.2579388753,-0,33,6.708203932,1,5
o3_prid,L02,L,lower,invalid,1,-1.223648157,-1.088080353,25.4,5.163284239,1,5
o3_prid,L02,L,lower,invalid,2,-0.8490118135,-0.7069467472,55.2,11.22099567,1,5
o3_prid,L02,L,lower,valid,0,1.061836309,1.23704093,15.6,3.17115095,1,5
o3_prid,L02,L,lower,valid,1,1.045662766,1.220586891,16.2,3.293118294,1,5
o3_prid,L02,L,lower,valid,2,0.5994479049,0.7666333921,38.8,7.887221593,1,5
o3_prid,L03,L,lower,invalid,0,-1.773831523,-1.647805467,8.6,7.850689991,0.8,5
o3_prid,L03,L,lower,invalid,1,-0.7871840078,-0.644046671,2.6,2.373464416,0.4,5
o3_prid,L03,L,lower,invalid,2,-1.980641407,-1.858202024,0.4,0.3651483717,0,5
o3_prid,L03,L,lower,valid,0,1.164987368,1.341980922,36.8,33.59365019,1,5
o3_prid,L03,L,lower,valid,1,0.6480076708,0.8160353228,11.2,10.22415441,1,5
o3_prid,L03,L,lower,valid,2,0.8032085531,0.9739278308,28.2,25.7429602,1,5
o3_prid,L04,L,lower,invalid,0,-0.2072257601,-0.05403029396,11,1.52542554,0.8,5
o3_prid,L04,L,lower,invalid,1,-0.1695742104,-0.01572575908,12.4,1.719570608,1,5
o3_prid,L04,L,lower,invalid,2,0.1793149208,-0,19.6,2.718030962,0.8,5
o3_prid,L04,L,lower,valid,0,1.204945496,1.382632038,12,1.664100589,1,5
o3_prid,L04,L,lower,valid,1,0.9558098629,1.129175682,9.8,1.359015481,1,5
o3_prid,L04,L,lower,valid,2,0.8595837174,1.031280701,25,3.466876226,1,5
o3_prid,L07,L,lower,invalid,0,-1.535117426,-1.404951387,3.4,1.449764871,0.2,5
o3_prid,L07,L,lower,invalid,1,-0.05492443843,-0,5.6,2.387848023,0.8,5
o3_prid,L07,L,lower,invalid,2,-1.314157201,-1.180159082,0.4,0.1705605731,0,5
o3_prid,L07,L,lower,valid,0,0.1171958415,0.2760177031,5,2.132007164,0.6,5
o3_prid,L07,L,lower,valid,1,0.6198225246,0.7873613658,6,2.558408596,1,5
o3_prid,L07,L,lower,valid,2,0.6013807252,0.768599733,5.4,2.302567737,0.8,5
o3_prid,L08,L,raise,invalid,0,-0.04316769561,-0,6.6,3.689512163,0.6,5
o3_prid,L08,L,raise,invalid,1,-0.1124540915,-0,5,2.795084972,0.4,5
o3_prid,L08,L,raise,invalid,2,-0.9042421916,-0.7631349775,5.6,3.130495168,0.4,5
o3_prid,L08,L,raise,valid,0,0.2596045363,0.4208961706,11,6.149186938,1,5
o3_prid,L08,L,raise,valid,1,0.65500929,0.8231583699,10.8,6.037383539,1,5
o3_prid,L08,L,raise,valid,2,0.6784983579,0.8470548053,15.4,8.608861713,1,5
o3_prid,M01,M,lower,invalid,0,-0.5335023363,-0.3859654361,8,5.059644256,1,5
o3_prid,M01,M,lower,invalid,1,-1.152397933,-1.015594447,13.6,8.601395236,1,5
o3_prid,M01,M,lower,invalid,2,-0.5159081947,-0.368066162,9.8,6.198064214,1,5
o3_prid,M01,M,lower,valid,0,0.5344694223,0.7005279974,5.4,3.415259873,0.8,5
o3_prid,M01,M,lower,valid,1,0.642776388,0.8107133146,6.4,4.047715405,1,5
o3_prid,M01,M,lower,valid,2,0.9146736258,1.087326026,7,4.427188724,1,5
o3_prid,M02,M,raise,invalid,0,-0.9722074921,-0.83227899,0.8,0.2828427125,0,5
o3_prid,M02,M,raise,invalid,1,-1.985919931,-1.863572092,4.8,1.697056275,0.4,5
o3_prid,M02,M,raise,invalid,2,-1.685254323,-1.557692085,3.6,1.272792206,0.4,5
o3_prid,M02,M,raise,valid,0,-0.1493117595,0.00488810054,6.6,2.333452378,1,5
o3_prid,M02,M,raise,valid,1,0.003221028355,0.1600662418,8.2,2.899137803,1,5
o3_prid,M02,M,raise,valid,2,0.8341411025,1.005396839,5.8,2.050609665,0.8,5
o3_prid,M03,M,lower,invalid,0,-0.5388037605,-0.3913588021,34.4,30.17079586,1,5
o3_prid,M03,M,lower,invalid,1,-0.5125949551,-0.3646954613,27,23.68056652,1,5
o3_prid,M03,M,lower,invalid,2,-0.9350426931,-0.7944696474,6.2,5.43775972,1,5
o3_prid,M03,M,lower,valid,0,1.142523083,1.319127042,17.8,15.61163274,1,5
o3_prid,M03,M,lower,valid,1,0.2227586748,0.3834112968,7.6,6.665640947,1,5
o3_prid,M03,M,lower,valid,2,0.5784484465,0.7452697432,10.2,8.945991797,1,5
o3_prid,M04,M,raise,invalid,0,-1.291567034,-1.157177137,0.8,0.3651483717,0,5
o3_prid,M04,M,raise,invalid,1,-2.325999896,-2.209550013,7.2,3.286335345,0.2,5
o3_prid,M04,M,raise,invalid,2,-1.023091524,-0.8840454957,3,1.369306394,0.4,5
o3_prid,M04,M,raise,valid,0,-0.1515163802,0.002645245408,9.8,4.473067553,1,5
o3_prid,M04,M,raise,valid,1,0.3866767764,0.5501722057,16.2,7.394254526,1,5
o3_prid,M04,M,raise,valid,2,0.7716382029,0.9418099607,5.6,2.556038602,1,5
o3_prid,M05,M,lower,invalid,0,-1.819289749,-1.694052068,11.2,11.2,1,5
o3_prid,M05,M,lower,invalid,1,0.03707874372,-0,17.4,17.4,1,5
o3_prid,M05,M,lower,invalid,2,-0.1715495042,-0.01773531003,8.6,8.6,1,5
o3_prid,M05,M,lower,valid,0,0.5392192855,0.7053602367,9.6,9.6,1,5
o3_prid,M05,M,lower,valid,1,0.1072985861,0.2659488011,11.2,11.2,1,5
o3_prid,M05,M,lower,valid,2,0.4985795323,0.6640156743,3.6,3.6,0.2,5
o3_prid,M06,M,lower,invalid,0,-0.04935847467,-0,5.6,1.245983647,0.6,5
o3_prid,M06,M,lower,invalid,1,-0.3156602732,-0.1643453706,38.6,8.588387278,1,5
o3_prid,M06,M,lower,invalid,2,0.1627385557,-0,36.2,8.054394287,1,5
o3_prid,M06,M,lower,valid,0,1.278531345,1.457494075,16,3.559953276,1,5
o3_prid,M06,M,lower,valid,1,0.9876727105,1.161591123,10.8,2.402968461,1,5
o3_prid,M06,M,lower,valid,2,0.8186373316,0.9896241883,20.4,4.538940427,1,5
o3_prid,M07,M,lower,invalid,0,-0.1336688566,-0,12,6.238502939,1,5
o3_prid,M07,M,lower,invalid,1,-1.386530143,-1.253787177,27,14.03663161,0.4,5
o3_prid,M07,M,lower,invalid,2,-1.363278696,-1.230132484,9.4,4.886827302,0.6,5
o3_prid,M07,M,lower,valid,0,1.007936413,1.182206255,9.2,4.782852253,1,5
o3_prid,M07,M,lower,valid,1,1.390851163,1.571761838,13,6.758378184,1,5
o3_prid,M07,M,lower,valid,2,0.9763383667,1.150060209,7.6,3.951051861,1,5
o3_prid,M08,M,lower,invalid,0,-0.7521576925,-0.6084128996,16.8,8.4,1,5
o3_prid,M08,M,lower,invalid,1,-0.7243464813,-0.5801193627,10.6,5.3,1,5
o3_prid,M08,M,lower,invalid,2,-0.5471337696,-0.3998332774,22.8,11.4,1,5
o3_prid,M08,M,lower,valid,0,0.5082803181,0.6738846995,11.2,5.6,1,5
o3_prid,M08,M,lower,valid,1,0.8401669837,1.011527226,9.8,4.9,1,5
o3_prid,M08,M,lower,valid,2,0.4818753112,0.6470217544,37.2,18.6,1,5
o3_prid,S01,S,raise,invalid,0,-1.038328787,-0.8995470169,5,0.6663705678,0.4,5
o3_prid,S01,S,raise,invalid,1,-2.404601949,-2.28951525,0.4,0.05330964542,0,5
o3_prid,S01,S,raise,invalid,2,-1.618280126,-1.489556365,0.8,0.1066192908,0,5
o3_prid,S01,S,raise,valid,0,0.2118113049,0.3722740683,4.2,0.5597512769,0.4,5
o3_prid,S01,S,raise,valid,1,0.226828395,0.3875515976,10.2,1.359395958,0.8,5
o3_prid,S01,S,raise,valid,2,0.7314525358,0.9009273596,4.6,0.6130609223,0.6,5
o3_prid,S02,S,lower,invalid,0,-1.555736867,-1.425928428,6.4,2.952099866,0.8,5
o3_prid,S02,S,lower,invalid,1,-1.636377631,-1.507967732,33,15.22176493,0.8,5
o3_prid,S02,S,lower,invalid,2,-1.836953703,-1.712022366,7,3.228859228,0.6,5
o3_prid,S02,S,lower,valid,0,0.8768752785,1.048872147,8.8,4.059137315,1,5
o3_prid,S02,S,lower,valid,1,0.6923262685,0.8611225312,6.6,3.044352986,1,5
o3_prid,S02,S,lower,valid,2,0.6761479249,0.8446636091,8.2,3.782377953,1,5
o3_prid,S03,S,raise,invalid,0,-1.345321743,-1.211864105,9.8,4.473067553,1,5
o3_prid,S03,S,raise,invalid,1,-0.00768595632,-0,5.4,2.464751509,0.6,5
o3_prid,S03,S,raise,invalid,2,-0.7972483783,-0.6542855864,2.4,1.095445115,0.2,5
o3_prid,S03,S,raise,valid,0,0.1026738634,0.2612438725,6,2.738612788,0.8,5
o3_prid,S03,S,raise,valid,1,0.506111619,0.6716783889,7.6,3.468909531,1,5
o3_prid,S03,S,raise,valid,2,0.5676872517,0.7343219186,7.6,3.468909531,1,5
o3_prid,S04,S,lower,invalid,0,-1.498308613,-1.367504204,5.4,1.751991348,0.4,5
o3_prid,S04,S,lower,invalid,1,-1.559375963,-1.429630636,0.6,0.1946657054,0,5
o3_prid,S04,S,lower,invalid,2,-1.434758273,-1.30285172,1,0.3244428423,0,5
o3_prid,S04,S,lower,valid,0,0.3994766913,0.5631941076,3.2,1.038217095,0,5
o3_prid,S04,S,lower,valid,1,-0.07804074551,0.07739515708,4,1.297771369,0.2,5
o3_prid,S04,S,lower,valid,2,0.9652701298,1.138800017,3.8,1.232882801,0.2,5
o3_prid,S05,S,raise,invalid,0,-1.877346403,-1.75311559,1,0.2156655464,0,5
o3_prid,S05,S,raise,invalid,1,-1.505901138,-1.375228405,0.8,0.1725324371,0,5
o3_prid,S05,S,raise,invalid,2,-1.441286498,-1.309493163,9,1.940989918,0.6,5
o3_prid,S05,S,raise,valid,0,0.4917634563,0.6570813881,11.4,2.458587229,1,5
o3_prid,S05,S,raise,valid,1,0.2643511805,0.4257251352,5.2,1.121460841,0.6,5
o3_prid,S05,S,raise,valid,2,-0.03847495631,0.1176471299,7.6,1.639058153,1,5
o3_prid,S06,S,lower,invalid,0,-1.547078236,-1.417119632,8.6,3.373197524,0.8,5
o3_prid,S06,S,lower,invalid,1,-0.2992819367,-0.1476829871,7.8,3.059411708,1,5
o3_prid,S06,S,lower,invalid,2,-0.2548778064,-0.1025087626,26.2,10.27648548,1,5
o3_prid,S06,S,lower,valid,0,0.7497721244,0.9195646621,6.8,2.667179438,1,5
o3_prid,S06,S,lower,valid,1,0.9887821888,1.162719842,9.4,3.686983341,1,5
o3_prid,S06,S,lower,valid,2,0.9402594609,1.113355592,7.4,2.9025188,1,5
o3_prid,S07,S,lower,invalid,0,-1.512713325,-1.382158735,15.6,4.360332556,1,5
o3_prid,S07,S,lower,invalid,1,-0.5115080046,-0.3635896601,16.8,4.695742753,1,5
o3_prid,S07,S,lower,invalid,2,-0.6527049207,-0.5072353331,13.6,3.801315562,1,5
o3_prid,S07,S,lower,valid,0,0.9780961433,1.15184847,17.8,4.97525125,1,5
o3_prid,S07,S,lower,valid,1,1.040275413,1.215106106,10.6,2.96279007,1,5
o3_prid,S07,S,lower,valid,2,1.213580412,1.391416707,12,3.354101966,1,5
o3_prid,S08,S,lower,invalid,0,-2.287765605,-2.17065263,1.4,1.4,0,5
o3_prid,S08,S,lower,invalid,1,-1.869406666,-1.745038155,8.4,8.4,0.6,5
o3_prid,S08,S,lower,invalid,2,-1.381886096,-1.249062588,1,1,0,5
o3_prid,S08,S,lower,valid,0,0.4844827452,0.6496744088,4,4,0.2,5
o3_prid,S08,S,lower,valid,1,0.3108930531,0.4730741766,11.2,11.2,1,5
o3_prid,S08,S,lower,valid,2,0.276933219,0.4385253821,6.8,6.8,1,5
o4mini,L01,L,lower,invalid,0,-0.4526228008,-0.2992073838,14.05,9.570313659,1,20
o4mini,L01,L,lower,invalid,1,-0.5161613549,-0.3646717982,1.15,0.7833352817,0.15,20
o4mini,L01,L,lower,invalid,2,0.02198581798,-0,9.25,6.30074031,0.7,20
o4mini,L01,L,lower,valid,0,0.9109174147,1.10566188,9.3,6.334798365,1,20
o4mini,L01,L,lower,valid,1,0.638557147,0.8250463434,5.25,3.576095851,0.9,20
o4mini,L01,L,lower,valid,2,0.5649508707,0.7492090531,2.85,1.941309176,0.05,20
o4mini,L02,L,lower,invalid,0,0.2579388753,-0,34,5.709608475,1,20
o4mini,L02,L,lower,invalid,1,-1.223648157,-1.0936026,25.5,4.282206357,1,20
o4mini,L02,L,lower,invalid,2,-0.8490118135,-0.7076109894,50.25,8.438465467,1,20
o4mini,L02,L,lower,valid,0,1.061836309,1.261155142,19,3.19066356,1,20
o4mini,L02,L,lower,valid,1,1.045662766,1.244491377,14.5,2.434980085,1,20
o4mini,L02,L,lower,valid,2,0.5994479049,0.784751696,38.25,6.423309535,1,20
o4mini,L03,L,lower,invalid,0,-1.773831523,-1.660462082,1.578947368,1.570702156,0.1578947368,19
o4mini,L03,L,lower,invalid,1,-0.7871840078,-0.6439091764,0.1,0.09947780322,0,20
o4mini,L03,L,lower,invalid,2,-1.980641407,-1.873540396,5,4.973890161,0.05,20
o4mini,L03,L,lower,valid,0,1.164987368,1.36743272,32.3,32.13133044,1,20
o4mini,L03,L,lower,valid,1,0.6480076708,0.8347833136,16.05,15.96618742,1,20
o4mini,L03,L,lower,valid,2,0.8032085531,0.994688351,33.65,33.47428078,1,20
o4mini,L04,L,lower,invalid,0,-0.2072257601,-0.04637233298,15.25,3.17621278,0.9,20
o4mini,L04,L,lower,invalid,1,-0.1695742104,-0.007579560855,19.15,3.988490147,1,20
o4mini,L04,L,lower,invalid,2,0.1793149208,-0,43.35,9.028775346,1,20
o4mini,L04,L,lower,valid,0,1.204945496,1.408601983,17.75,3.6969034,1,20
o4mini,L04,L,lower,valid,1,0.9558098629,1.151915023,11.75,2.447245913,1,20
o4mini,L04,L,lower,valid,2,0.8595837174,1.052772253,47.5,9.893121775,1,20
o4mini,L07,L,lower,invalid,0,-1.535117426,-1.414512536,1.277777778,0.9580182476,0.05555555556,18
o4mini,L07,L,lower,invalid,1,-0.05492443843,-0,5.5,4.123643761,0.8,20
o4mini,L07,L,lower,invalid,2,-1.314157201,-1.186854983,2.75,2.061821881,0.05,20
o4mini,L07,L,lower,valid,0,0.1171958415,0.2878825216,6.65,4.985860184,0.95,20
o4mini,L07,L,lower,valid,1,0.6198225246,0.8057438726,5.65,4.236106773,0.85,20
o4mini,L07,L,lower,valid,2,0.6013807252,0.7867431003,5.4,4.04866842,0.8,20
o4mini,L08,L,raise,invalid,0,-0.04316769561,-0,10.85,1.558772903,0.95,20
o4mini,L08,L,raise,invalid,1,-0.1124540915,-0,10.1,1.451023624,0.85,20
o4mini,L08,L,raise,invalid,2,-0.9042421916,-0.7645154062,13.85,1.989770019,0.95,20
o4mini,L08,L,raise,valid,0,0.2596045363,0.434607639,15.4,2.212451862,1,20
o4mini,L08,L,raise,valid,1,0.65500929,0.8419971525,13.1,1.88202074,1,20
o4mini,L08,L,raise,valid,2,0.6784983579,0.8661981766,15.95,2.291468,1,20
o4mini,M01,M,lower,invalid,0,-0.5335023363,-0.3825383866,9.8,9.423168631,1,20
o4mini,M01,M,lower,invalid,1,-1.152397933,-1.020192774,15.25,14.66360425,1,20
o4mini,M01,M,lower,invalid,2,-0.5159081947,-0.3644109648,9.1,8.750085158,0.95,20
o4mini,M01,M,lower,valid,0,0.5344694223,0.7178037088,5.05,4.855816489,0.75,20
o4mini,M01,M,lower,valid,1,0.642776388,0.82939347,5.8,5.576977353,0.95,20
o4mini,M01,M,lower,valid,2,0.9146736258,1.109531942,5,4.807739098,0.8,20
o4mini,M02,M,raise,invalid,0,-0.9722074921,-0.834540742,1.1,0.313077435,0.2,20
o4mini,M02,M,raise,invalid,1,-1.985919931,-1.878978912,0,0,0,19
o4mini,M02,M,raise,invalid,2,-1.685254323,-1.569200097,0.75,0.2134618875,0.1,20
o4mini,M02,M,raise,valid,0,-0.1493117595,0.01329704713,9.85,2.803466122,1,20
o4mini,M02,M,raise,valid,1,0.003221028355,0.1704531199,9.1,2.590004235,1,20
o4mini,M02,M,raise,valid,2,0.8341411025,1.026558469,8.35,2.376542347,1,20
o4mini,M03,M,lower,invalid,0,-0.5388037605,-0.3880004975,16.8,12.38689602,0.8,20
o4mini,M03,M,lower,invalid,1,-0.5125949551,-0.3609973005,16.7,12.3131645,1,20
o4mini,M03,M,lower,invalid,2,-0.9350426931,-0.796249474,14.05,10.35927912,0.95,20
o4mini,M03,M,lower,valid,0,1.142523083,1.344287541,18.45,13.60346617,1,20
o4mini,M03,M,lower,valid,1,0.2227586748,0.3966449755,11.25,8.294796445,1,20
o4mini,M03,M,lower,valid,2,0.5784484465,0.7631157419,8.4,6.193448012,1,20
o4mini,M04,M,raise,invalid,0,-1.291567034,-1.163580106,-0.5,-0.05145953385,0.05,20
o4mini,M04,M,raise,invalid,1,-2.325999896,-2.229366736,2.75,0.2830274362,0.1,20
o4mini,M04,M,raise,invalid,2,-1.023091524,-0.886967074,0.2631578947,0.02708396518,0.05263157895,19
o4mini,M04,M,raise,valid,0,-0.1515163802,0.01102560412,10.5,1.080650211,0.95,20
o4mini,M04,M,raise,valid,1,0.3866767764,0.5655314522,10.75,1.106379978,0.95,20
o4mini,M04,M,raise,valid,2,0.7716382029,0.9621611001,4.85,0.4991574783,0.95,20
o4mini,M05,M,lower,invalid,0,-1.819289749,-1.707298152,10.85,7.426960419,0.5,20
o4mini,M05,M,lower,invalid,1,0.03707874372,-0,35,23.95793683,1,19
o4mini,M05,M,lower,invalid,2,-0.1715495042,-0.009614725938,19.2,13.14263963,0.95,20
o4mini,M05,M,lower,valid,0,0.5392192855,0.7226975408,10.35,7.084704178,1,20
o4mini,M05,M,lower,valid,1,0.1072985861,0.2776852794,10.1,6.913576058,1,20
o4mini,M05,M,lower,valid,2,0.4985795323,0.6808259924,3.65,2.498470556,0.3,20
o4mini,M06,M,lower,invalid,0,-0.04935847467,-0,25,3.796812016,0.95,20
o4mini,M06,M,lower,invalid,1,-0.3156602732,-0.1580935076,53,8.049241475,1,20
o4mini,M06,M,lower,invalid,2,0.1627385557,-0,49.73684211,7.55365759,1,19
o4mini,M06,M,lower,valid,0,1.278531345,1.484418227,21.75,3.303226454,1,20
o4mini,M06,M,lower,valid,1,0.9876727105,1.184743636,16.75,2.543864051,1,20
o4mini,M06,M,lower,valid,2,0.8186373316,1.010584777,26,3.948684497,1,20
o4mini,M07,M,lower,invalid,0,-0.1336688566,-0,24.35,17.26354043,1,20
o4mini,M07,M,lower,invalid,1,-1.386530143,-1.261421556,8.1,5.742697226,0.1,20
o4mini,M07,M,lower,invalid,2,-1.363278696,-1.237465356,19.3,13.68321685,0.8,20
o4mini,M07,M,lower,valid,0,1.007936413,1.205621533,12.35,8.755840832,1,20
o4mini,M07,M,lower,valid,1,1.390851163,1.60014247,17.45,12.37161316,1,20
o4mini,M07,M,lower,valid,2,0.9763383667,1.173065747,9.8,6.947954668,1,20
o4mini,M08,M,lower,invalid,0,-0.7521576925,-0.6078212098,23.1,17.74438062,1,20
o4mini,M08,M,lower,invalid,1,-0.7243464813,-0.5791670378,14.15,10.86939332,1,20
o4mini,M08,M,lower,invalid,2,-0.5471337696,-0.3965829901,17.4,13.36589709,0.85,20
o4mini,M08,M,lower,valid,0,0.5082803181,0.6908208101,15.2,11.67595608,1,20
o4mini,M08,M,lower,valid,1,0.8401669837,1.032766996,14.10526316,10.83502849,1,19
o4mini,M08,M,lower,valid,2,0.4818753112,0.6636154646,35.15,27.00064843,1,20
o4mini,S01,S,raise,invalid,0,-1.038328787,-0.9026661806,7.75,1.237657183,0.75,20
o4mini,S01,S,raise,invalid,1,-2.404601949,-2.310351226,-0.25,-0.03992442525,0,20
o4mini,S01,S,raise,invalid,2,-1.618280126,-1.500195905,-0.2631578947,-0.04202571079,0,19
o4mini,S01,S,raise,valid,0,0.2118113049,0.3853657897,5,0.798488505,1,20
o4mini,S01,S,raise,valid,1,0.226828395,0.4008380495,12.75,2.036145688,1,20
o4mini,S01,S,raise,valid,2,0.7314525358,0.9207574012,5.75,0.9182617808,1,20
