model,horizon,artefact,tier,direction,validity,idx,bt_rating,x,shift_points,update_rate,n_runs
o4mini,t2,S05,S,raise,invalid,2,-1.441286498,-1.317837582,0,0,20
o4mini,t2,S05,S,raise,valid,0,0.4917634563,0.6738033204,18.5,1,20
o4mini,t2,S05,S,raise,valid,1,0.2643511805,0.4394981545,12.5,1,20
o4mini,t2,S05,S,raise,valid,2,-0.03847495631,0.1274933255,17,1,20
o4mini,t2,S06,S,lower,invalid,0,-1.547078236,-1.426835879,27.55,1,20
o4mini,t2,S06,S,lower,invalid,1,-0.2992819367,-0.141218742,18.3,0.95,20
o4mini,t2,S06,S,lower,invalid,2,-0.2548778064,-0.09546871779,17.9,0.65,20
o4mini,t2,S06,S,lower,valid,0,0.7497721244,0.9396322585,20.55,1,20
o4mini,t2,S06,S,lower,valid,1,0.9887821888,1.185886743,22.9,1,20
o4mini,t2,S06,S,lower,valid,2,0.9402594609,1.135893286,16.55,1,20
o4mini,t2,S07,S,raise,invalid,0,-1.448003246,-1.324757916,3.15,0.4,20
o4mini,t2,S07,S,raise,invalid,1,-0.7554783101,-0.6112424756,6.368421053,0.5789473684,19
o4mini,t2,S07,S,raise,invalid,2,-0.8317021695,-0.6897766883,4.5,0.65,20
o4mini,t2,S07,S,raise,valid,0,0.2473392401,0.4219705804,19.25,1,20
o4mini,t2,S07,S,raise,valid,1,0.681149763,0.868929946,11,1,20
o4mini,t2,S07,S,raise,valid,2,0.4503117533,0.6310952119,15.5,1,20
o4mini,t2,S08,S,lower,invalid,0,-2.287765605,-2.18997356,10.5,0.15,20
o4mini,t2,S08,S,lower,invalid,1,-1.869406666,-1.758934118,0.15,0,20
o4mini,t2,S08,S,lower,invalid,2,-1.381886096,-1.256636747,10.625,0.125,16
o4mini,t2,S08,S,lower,valid,0,0.4844827452,0.6663019302,10.2,1,20
o4mini,t2,S08,S,lower,valid,1,0.3108930531,0.4874507162,19.1,1,20
o4mini,t2,S08,S,lower,valid,2,0.276933219,0.4524615559,8.45,1,20
o4mini,t3,L01,L,lower,invalid,0,-0.4526228008,-0.2992073838,5.1,0.35,20
o4mini,t3,L01,L,lower,invalid,1,-0.5161613549,-0.3646717982,1.6,0.15,20
o4mini,t3,L01,L,lower,invalid,2,0.02198581798,-0,3.55,0.2,20
o4mini,t3,L01,L,lower,valid,0,0.9109174147,1.10566188,20.85,1,20
o4mini,t3,L01,L,lower,valid,1,0.638557147,0.8250463434,11.4,1,20
o4mini,t3,L01,L,lower,valid,2,0.5649508707,0.7492090531,16.45,1,20
o4mini,t3,L02,L,lower,invalid,0,0.2579388753,-0,50.15,1,20
o4mini,t3,L02,L,lower,invalid,1,-1.223648157,-1.0936026,29,1,20
o4mini,t3,L02,L,lower,invalid,2,-0.8490118135,-0.7076109894,43.65,0.95,20
o4mini,t3,L02,L,lower,valid,0,1.061836309,1.261155142,47,1,20
o4mini,t3,L02,L,lower,valid,1,1.045662766,1.244491377,47.25,1,20
o4mini,t3,L02,L,lower,valid,2,0.5994479049,0.784751696,50.75,1,20
o4mini,t3,L03,L,lower,invalid,0,-1.773831523,-1.660462082,0.4210526316,0,19
o4mini,t3,L03,L,lower,invalid,1,-0.7871840078,-0.6439091764,0,0,20
o4mini,t3,L03,L,lower,invalid,2,-1.980641407,-1.873540396,0.8,0,20
o4mini,t3,L03,L,lower,valid,0,1.164987368,1.36743272,47.75,1,20
o4mini,t3,L03,L,lower,valid,1,0.6480076708,0.8347833136,47.8,1,20
o4mini,t3,L03,L,lower,valid,2,0.8032085531,0.994688351,59.5,1,20
o4mini,t3,L04,L,lower,invalid,0,-0.2072257601,-0.04637233298,49.25,1,20
o4mini,t3,L04,L,lower,invalid,1,-0.1695742104,-0.007579560855,51,1,20
o4mini,t3,L04,L,lower,invalid,2,0.1793149208,-0,53.55,1,20
o4mini,t3,L04,L,lower,valid,0,1.204945496,1.408601983,65.85,1,20
o4mini,t3,L04,L,lower,valid,1,0.9558098629,1.151915023,63.25,1,20
o4mini,t3,L04,L,lower,valid,2,0.8595837174,1.052772253,57.45,1,20
o4mini,t3,L07,L,lower,invalid,0,-1.535117426,-1.414512536,5.444444444,0.6111111111,18
o4mini,t3,L07,L,lower,invalid,1,-0.05492443843,-0,3.9,0.35,20
o4mini,t3,L07,L,lower,invalid,2,-1.314157201,-1.186854983,2.7,0.25,20
o4mini,t3,L07,L,lower,valid,0,0.1171958415,0.2878825216,20.5,1,20
o4mini,t3,L07,L,lower,valid,1,0.6198225246,0.8057438726,15.4,1,20
o4mini,t3,L07,L,lower,valid,2,0.6013807252,0.7867431003,18.95,1,20
o4mini,t3,L08,L,raise,invalid,0,-0.04316769561,-0,19.25,0.95,20
o4mini,t3,L08,L,raise,invalid,1,-0.1124540915,-0,12.75,0.8,20
o4mini,t3,L08,L,raise,invalid,2,-0.9042421916,-0.7645154062,21.85,0.9,20
o4mini,t3,L08,L,raise,valid,0,0.2596045363,0.434607639,28.75,1,20
o4mini,t3,L08,L,raise,valid,1,0.65500929,0.8419971525,26.25,1,20
o4mini,t3,L08,L,raise,valid,2,0.6784983579,0.8661981766,29.5,1,20
o4mini,t3,M01,M,lower,invalid,0,-0.5335023363,-0.3825383866,39.4,1,20
o4mini,t3,M01,M,lower,invalid,1,-1.152397933,-1.020192774,27.25,0.9,20
o4mini,t3,M01,M,lower,invalid,2,-0.5159081947,-0.3644109648,13.5,0.8,20
o4mini,t3,M01,M,lower,valid,0,0.5344694223,0.7178037088,14.5,1,20
o4mini,t3,M01,M,lower,valid,1,0.642776388,0.82939347,15.35,1,20
o4mini,t3,M01,M,lower,valid,2,0.9146736258,1.109531942,15,1,20
o4mini,t3,M02,M,raise,invalid,0,-0.9722074921,-0.834540742,1.1,0.2,20
o4mini,t3,M02,M,raise,invalid,1,-1.985919931,-1.878978912,0,0,19
o4mini,t3,M02,M,raise,invalid,2,-1.685254323,-1.569200097,0.25,0.05,20
o4mini,t3,M02,M,raise,valid,0,-0.1493117595,0.01329704713,20.6,1,20
o4mini,t3,M02,M,raise,valid,1,0.003221028355,0.1704531199,18.6,1,20
o4mini,t3,M02,M,raise,valid,2,0.8341411025,1.026558469,19.35,1,20
o4mini,t3,M03,M,lower,invalid,0,-0.5388037605,-0.3880004975,30.2,0.9,20
o4mini,t3,M03,M,lower,invalid,1,-0.5125949551,-0.3609973005,15.85,0.65,20
o4mini,t3,M03,M,lower,invalid,2,-0.9350426931,-0.796249474,12.55,0.65,20
o4mini,t3,M03,M,lower,valid,0,1.142523083,1.344287541,40.45,1,20
o4mini,t3,M03,M,lower,valid,1,0.2227586748,0.3966449755,27.7,1,20
o4mini,t3,M03,M,lower,valid,2,0.5784484465,0.7631157419,26.95,1,20
o4mini,t3,M04,M,raise,invalid,0,-1.291567034,-1.163580106,-3.5,0,20
o4mini,t3,M04,M,raise,invalid,1,-2.325999896,-2.229366736,-8.25,0,20
o4mini,t3,M04,M,raise,invalid,2,-1.023091524,-0.886967074,-0.7894736842,0.05263157895,19
o4mini,t3,M04,M,raise,valid,0,-0.1515163802,0.01102560412,23,1,20
o4mini,t3,M04,M,raise,valid,1,0.3866767764,0.5655314522,19.65,0.95,20
o4mini,t3,M04,M,raise,valid,2,0.7716382029,0.9621611001,15,0.95,20
o4mini,t3,M05,M,lower,invalid,0,-1.819289749,-1.707298152,26.1,0.95,20
o4mini,t3,M05,M,lower,invalid,1,0.03707874372,-0,46.26315789,1,19
o4mini,t3,M05,M,lower,invalid,2,-0.1715495042,-0.009614725938,49.3,0.95,20
o4mini,t3,M05,M,lower,valid,0,0.5392192855,0.7226975408,27.05,1,20
o4mini,t3,M05,M,lower,valid,1,0.1072985861,0.2776852794,18.95,1,20
o4mini,t3,M05,M,lower,valid,2,0.4985795323,0.6808259924,29.6,1,20
o4mini,t3,M06,M,lower,invalid,0,-0.04935847467,-0,59.25,1,20
o4mini,t3,M06,M,lower,invalid,1,-0.3156602732,-0.1580935076,59.25,1,20
o4mini,t3,M06,M,lower,invalid,2,0.1627385557,-0,58.73684211,1,19
o4mini,t3,M06,M,lower,valid,0,1.278531345,1.484418227,44,1,20
o4mini,t3,M06,M,lower,valid,1,0.9876727105,1.184743636,42.25,1,20
o4mini,t3,M06,M,lower,valid,2,0.8186373316,1.010584777,50.25,1,20
o4mini,t3,M07,M,lower,invalid,0,-0.1336688566,-0,3.35,0.35,20
o4mini,t3,M07,M,lower,invalid,1,-1.386530143,-1.261421556,11.55,0.4,20
o4mini,t3,M07,M,lower,invalid,2,-1.363278696,-1.237465356,22.3,0.7,20
o4mini,t3,M07,M,lower,valid,0,1.007936413,1.205621533,33.35,1,20
o4mini,t3,M07,M,lower,valid,1,1.390851163,1.60014247,38.6,1,20
o4mini,t3,M07,M,lower,valid,2,0.9763383667,1.173065747,35.35,1,20
o4mini,t3,M08,M,lower,invalid,0,-0.7521576925,-0.6078212098,43.3,1,20
o4mini,t3,M08,M,lower,invalid,1,-0.7243464813,-0.5791670378,47.8,0.95,20
o4mini,t3,M08,M,lower,invalid,2,-0.5471337696,-0.3965829901,45.55,1,20
o4mini,t3,M08,M,lower,valid,0,0.5082803181,0.6908208101,45.05,1,20
o4mini,t3,M08,M,lower,valid,1,0.8401669837,1.032766996,59.10526316,1,19
o4mini,t3,M08,M,lower,valid,2,0.4818753112,0.6636154646,63.05,1,20
o4mini,t3,S01,S,raise,invalid,0,-1.038328787,-0.9026661806,0.25,0.15,20
o4mini,t3,S01,S,raise,invalid,1,-2.404601949,-2.310351226,-1.5,0,20
o4mini,t3,S01,S,raise,invalid,2,-1.618280126,-1.500195905,-1.052631579,0,19
o4mini,t3,S01,S,raise,valid,0,0.2118113049,0.3853657897,17.75,1,20
o4mini,t3,S01,S,raise,valid,1,0.226828395,0.4008380495,22.35,1,20
o4mini,t3,S01,S,raise,valid,2,0.7314525358,0.9207574012,15.5,1,20
o4mini,t3,S02,S,lower,invalid,0,-1.555736867,-1.435756954,26.3,0.85,20
o4mini,t3,S02,S,lower,invalid,1,-1.636377631,-1.518841948,30.3,1,20
o4mini,t3,S02,S,lower,invalid,2,-1.836953703,-1.725497502,37.8,1,20
o4mini,t3,S02,S,lower,valid,0,0.8768752785,1.070587923,34.3,1,20
o4mini,t3,S02,S,lower,valid,1,0.6923262685,0.8804452126,29.05,1,20
o4mini,t3,S02,S,lower,valid,2,0.6761479249,0.8637765018,31.55,1,20
o4mini,t3,S03,S,raise,invalid,0,-1.345321743,-1.218964125,12.4,0.7,20
o4mini,t3,S03,S,raise,invalid,1,-0.00768595632,-0,5.25,0.45,20
o4mini,t3,S03,S,raise,invalid,2,-0.7972483783,-0.654278599,0.25,0.05,20
o4mini,t3,S03,S,raise,valid,0,0.1026738634,0.2729203808,17.9,1,20
o4mini,t3,S03,S,raise,valid,1,0.506111619,0.6885863774,17.5,1,20
o4mini,t3,S03,S,raise,valid,2,0.5676872517,0.7520283741,19.25,1,20
o4mini,t3,S04,S,lower,invalid,0,-1.498308613,-1.376588044,3.7,0.05,20
o4mini,t3,S04,S,lower,invalid,1,-1.559375963,-1.439506352,0.1,0.05,20
o4mini,t3,S04,S,lower,invalid,2,-1.434758273,-1.311111486,-0.4,0.05,20
o4mini,t3,S04,S,lower,valid,0,0.3994766913,0.5787193339,5.45,0.65,20
o4mini,t3,S04,S,lower,valid,1,-0.07804074551,0.08672829308,6,0.65,20
o4mini,t3,S04,S,lower,valid,2,0.9652701298,1.161662031,6.1,0.9,20
o4mini,t3,S05,S,raise,invalid,0,-1.877346403,-1.767114508,1.5,0.15,20
o4mini,t3,S05,S,raise,invalid,1,-1.505901138,-1.384410699,0,0,20
o4mini,t3,S05,S,raise,invalid,2,-1.441286498,-1.317837582,0,0,20
o4mini,t3,S05,S,raise,valid,0,0.4917634563,0.6738033204,23.1,1,20
o4mini,t3,S05,S,raise,valid,1,0.2643511805,0.4394981545,18.5,1,20
o4mini,t3,S05,S,raise,valid,2,-0.03847495631,0.1274933255,22,1,20
o4mini,t3,S06,S,lower,invalid,0,-1.547078236,-1.426835879,40.05,1,20
o4mini,t3,S06,S,lower,invalid,1,-0.2992819367,-0.141218742,22.25,1,20
o4mini,t3,S06,S,lower,invalid,2,-0.2548778064,-0.09546871779,24.45,0.8,20
o4mini,t3,S06,S,lower,valid,0,0.7497721244,0.9396322585,29.3,1,20
o4mini,t3,S06,S,lower,valid,1,0.9887821888,1.185886743,31.3,1,20
o4mini,t3,S06,S,lower,valid,2,0.9402594609,1.135893286,26.55,1,20
o4mini,t3,S07,S,raise,invalid,0,-1.448003246,-1.324757916,2.9,0.35,20
o4mini,t3,S07,S,raise,invalid,1,-0.7554783101,-0.6112424756,3.315789474,0.4210526316,19
o4mini,t3,S07,S,raise,invalid,2,-0.8317021695,-0.6897766883,2.9,0.5,20
o4mini,t3,S07,S,raise,valid,0,0.2473392401,0.4219705804,24.15,1,20
o4mini,t3,S07,S,raise,valid,1,0.681149763,0.868929946,16,1,20
o4mini,t3,S07,S,raise,valid,2,0.4503117533,0.6310952119,20.5,1,20
o4mini,t3,S08,S,lower,invalid,0,-2.287765605,-2.18997356,7.5,0.1,20
o4mini,t3,S08,S,lower,invalid,1,-1.869406666,-1.758934118,12.85,0.15,20
o4mini,t3,S08,S,lower,invalid,2,-1.381886096,-1.256636747,5.5625,0.0625,16
o4mini,t3,S08,S,lower,valid,0,0.4844827452,0.6663019302,15.05,1,20
o4mini,t3,S08,S,lower,valid,1,0.3108930531,0.4874507162,23.9,1,20
o4mini,t3,S08,S,lower,valid,2,0.276933219,0.4524615559,14.2,1,20
