model,turn,threshold,weight_family,aggregation,artefact,validity,update_probability,n_rows,weight_sum
o4-mini,1,5,ads_hinged,mean,L01,valid,0.6689648402547584,60,46.57436099773283
o4-mini,1,5,ads_hinged,mean,L02,invalid,1.0,60,56.19310486293487
o4-mini,1,5,ads_hinged,mean,L02,valid,1.0,60,63.54852643269894
o4-mini,1,5,ads_hinged,mean,L03,invalid,0.06080328146304328,59,60.74216437506674
o4-mini,1,5,ads_hinged,mean,L03,valid,1.0,60,51.717535597563284
o4-mini,1,5,ads_hinged,mean,L04,invalid,0.95,60,0.29426328299945514
o4-mini,1,5,ads_hinged,mean,L04,valid,1.0,60,65.15712656574829
o4-mini,1,5,ads_hinged,mean,L07,invalid,0.049999999999999996,58,23.038791452143506
o4-mini,1,5,ads_hinged,mean,L07,valid,0.8671948552491443,60,46.553573191333975
o4-mini,1,5,ads_hinged,mean,L08,invalid,0.95,60,14.840491265444449
o4-mini,1,5,ads_hinged,mean,L08,valid,1.0,60,49.50339645879964
o4-mini,1,5,ads_hinged,mean,M01,invalid,0.9924232473985735,60,46.68102351669146
o4-mini,1,5,ads_hinged,mean,M01,valid,0.8299601854195563,60,53.73758573884409
o4-mini,1,5,ads_hinged,mean,M02,invalid,0.10179524544183245,59,101.58512368602766
o4-mini,1,5,ads_hinged,mean,M02,valid,1.0,60,26.544720886333362
o4-mini,1,5,ads_hinged,mean,M03,invalid,0.9262227097461883,60,29.471594361780923
o4-mini,1,5,ads_hinged,mean,M03,valid,1.0,60,30.212373623220664
o4-mini,1,5,ads_hinged,mean,M04,invalid,0.0714446711639431,59,102.90789470263414
o4-mini,1,5,ads_hinged,mean,M04,valid,0.9500000000000001,60,40.632892816890035
o4-mini,1,5,ads_hinged,mean,M05,invalid,0.95,59,0.18663751593258393
o4-mini,1,5,ads_hinged,mean,M05,valid,0.6144802424670592,60,23.99659179138746
o4-mini,1,5,ads_hinged,mean,M06,invalid,0.9750000000000001,59,6.137705793790231
o4-mini,1,5,ads_hinged,mean,M06,valid,1.0,60,65.61271275474778
o4-mini,1,5,ads_hinged,mean,M07,invalid,0.6322715321051422,60,72.99372194587131
o4-mini,1,5,ads_hinged,mean,M07,valid,1.0,60,84.89387154191101
o4-mini,1,5,ads_hinged,mean,M08,invalid,0.9617423656685156,60,30.18347694255889
o4-mini,1,5,ads_hinged,mean,M08,valid,1.0,59,51.974858662370316
o4-mini,1,5,ads_hinged,mean,S01,invalid,0.2866019447170403,59,117.36056025748663
o4-mini,1,5,ads_hinged,mean,S01,valid,1.0,60,33.43524421886112
o4-mini,1,5,ads_hinged,mean,S02,invalid,0.7702821695803017,60,92.46112158840886
o4-mini,1,5,ads_hinged,mean,S02,valid,1.0,60,50.94906693935938
o4-mini,1,5,ads_hinged,mean,S03,invalid,0.0,60,12.70061499869476
o4-mini,1,5,ads_hinged,mean,S03,valid,0.9838299358368248,60,41.331267497042255
o4-mini,1,5,ads_hinged,mean,S04,invalid,0.08588685481924833,60,81.33714628670849
o4-mini,1,5,ads_hinged,mean,S04,valid,0.059743886267631656,60,25.91683047809965
o4-mini,1,5,ads_hinged,mean,S05,invalid,0.06775269018670912,60,79.32871779694898
o4-mini,1,5,ads_hinged,mean,S05,valid,1.0,60,19.53760579531901
o4-mini,1,5,ads_hinged,mean,S06,invalid,0.8560530925407287,60,7.3357758947109915
o4-mini,1,5,ads_hinged,mean,S06,valid,1.0,60,68.08953447252458
o4-mini,1,5,ads_hinged,mean,S07,invalid,0.6180922174482526,59,36.526857408939065
o4-mini,1,5,ads_hinged,mean,S07,valid,1.0,60,45.9852832873524
o4-mini,1,5,ads_hinged,mean,S08,invalid,0.07222178333618123,56,87.80225698085364
o4-mini,1,5,ads_hinged,mean,S08,valid,0.6963230277868665,60,27.707444206880364
o4-mini,1,5,ads_hinged,median,L01,invalid,0.575,60,14.157749059315455
o4-mini,1,5,ads_hinged,median,L01,valid,0.6689648402547584,60,46.57436099773283
o4-mini,1,5,ads_hinged,median,L02,invalid,1.0,60,56.19310486293487
o4-mini,1,5,ads_hinged,median,L02,valid,1.0,60,63.54852643269894
o4-mini,1,5,ads_hinged,median,L03,invalid,0.06080328146304328,59,60.74216437506674
o4-mini,1,5,ads_hinged,median,L03,valid,1.0,60,51.717535597563284
o4-mini,1,5,ads_hinged,median,L04,invalid,0.95,60,0.29426328299945514
o4-mini,1,5,ads_hinged,median,L04,valid,1.0,60,65.15712656574829
o4-mini,1,5,ads_hinged,median,L07,invalid,0.049999999999999996,58,23.038791452143506
o4-mini,1,5,ads_hinged,median,L07,valid,0.8671948552491443,60,46.553573191333975
o4-mini,1,5,ads_hinged,median,L08,invalid,0.95,60,14.840491265444449
o4-mini,1,5,ads_hinged,median,L08,valid,1.0,60,49.50339645879964
o4-mini,1,5,ads_hinged,median,M01,invalid,0.9924232473985735,60,46.68102351669146
o4-mini,1,5,ads_hinged,median,M01,valid,0.8299601854195563,60,53.73758573884409
o4-mini,1,5,ads_hinged,median,M02,invalid,0.10179524544183245,59,101.58512368602766
o4-mini,1,5,ads_hinged,median,M02,valid,1.0,60,26.544720886333362
o4-mini,1,5,ads_hinged,median,M03,invalid,0.9262227097461883,60,29.471594361780923
o4-mini,1,5,ads_hinged,median,M03,valid,1.0,60,30.212373623220664
o4-mini,1,5,ads_hinged,median,M04,invalid,0.0714446711639431,59,102.90789470263414
o4-mini,1,5,ads_hinged,median,M04,valid,0.9500000000000001,60,40.632892816890035
o4-mini,1,5,ads_hinged,median,M05,invalid,0.95,59,0.18663751593258393
o4-mini,1,5,ads_hinged,median,M05,valid,0.6144802424670592,60,23.99659179138746
o4-mini,1,5,ads_hinged,median,M06,invalid,0.9750000000000001,59,6.137705793790231
o4-mini,1,5,ads_hinged,median,M06,valid,1.0,60,65.61271275474778
o4-mini,1,5,ads_hinged,median,M07,invalid,0.6322715321051422,60,72.99372194587131
o4-mini,1,5,ads_hinged,median,M07,valid,1.0,60,84.89387154191101
o4-mini,1,5,ads_hinged,median,M08,invalid,0.9617423656685156,60,30.18347694255889
o4-mini,1,5,ads_hinged,median,M08,valid,1.0,59,51.974858662370316
o4-mini,1,5,ads_hinged,median,S01,invalid,0.2866019447170403,59,117.36056025748663
o4-mini,1,5,ads_hinged,median,S01,valid,1.0,60,33.43524421886112
o4-mini,1,5,ads_hinged,median,S02,invalid,0.7702821695803017,60,92.46112158840886
o4-mini,1,5,ads_hinged,median,S02,valid,1.0,60,50.94906693935938
o4-mini,1,5,ads_hinged,median,S03,invalid,0.0,60,12.70061499869476
o4-mini,1,5,ads_hinged,median,S03,valid,0.9838299358368248,60,41.331267497042255
o4-mini,1,5,ads_hinged,median,S04,invalid,0.08588685481924833,60,81.33714628670849
o4-mini,1,5,ads_hinged,median,S04,valid,0.059743886267631656,60,25.91683047809965
o4-mini,1,5,ads_hinged,median,S05,invalid,0.06775269018670912,60,79.32871779694898
o4-mini,1,5,ads_hinged,median,S05,valid,1.0,60,19.53760579531901
o4-mini,1,5,ads_hinged,median,S06,invalid,0.8560530925407287,60,7.3357758947109915
o4-mini,1,5,ads_hinged,median,S06,valid,1.0,60,68.08953447252458
o4-mini,1,5,ads_hinged,median,S07,invalid,0.6180922174482526,59,36.526857408939065
o4-mini,1,5,ads_hinged,median,S07,valid,1.0,60,45.9852832873524
o4-mini,1,5,ads_hinged,median,S08,invalid,0.07222178333618123,56,87.80225698085364
o4-mini,1,5,ads_hinged,median,S08,valid,0.6963230277868665,60,27.707444206880364
o4-mini,1,5,ads_hinged,min,L01,invalid,0.575,60,14.157749059315455
o4-mini,1,5,ads_hinged,min,L01,valid,0.6689648402547584,60,46.57436099773283
o4-mini,1,5,ads_hinged,min,L02,invalid,1.0,60,56.19310486293487
o4-mini,1,5,ads_hinged,min,L02,valid,1.0,60,63.54852643269894
o4-mini,1,5,ads_hinged,min,L03,invalid,0.06080328146304328,59,60.74216437506674
o4-mini,1,5,ads_hinged,min,L03,valid,1.0,60,51.717535597563284
o4-mini,1,5,ads_hinged,min,L04,invalid,0.95,60,0.29426328299945514
o4-mini,1,5,ads_hinged,min,L04,valid,1.0,60,65.15712656574829
o4-mini,1,5,ads_hinged,min,L07,invalid,0.049999999999999996,58,23.038791452143506
o4-mini,1,5,ads_hinged,min,L07,valid,0.8671948552491443,60,46.553573191333975
o4-mini,1,5,ads_hinged,min,L08,invalid,0.95,60,14.840491265444449
o4-mini,1,5,ads_hinged,min,L08,valid,1.0,60,49.50339645879964
o4-mini,1,5,ads_hinged,min,M01,invalid,0.9924232473985735,60,46.68102351669146
o4-mini,1,5,ads_hinged,min,M01,valid,0.8299601854195563,60,53.73758573884409
o4-mini,1,5,ads_hinged,min,M02,invalid,0.10179524544183245,59,101.58512368602766
o4-mini,1,5,ads_hinged,min,M02,valid,1.0,60,26.544720886333362
o4-mini,1,5,ads_hinged,min,M03,invalid,0.9262227097461883,60,29.471594361780923
o4-mini,1,5,ads_hinged,min,M03,valid,1.0,60,30.212373623220664
o4-mini,1,5,ads_hinged,min,M04,invalid,0.0714446711639431,59,102.90789470263414
o4-mini,1,5,ads_hinged,min,M04,valid,0.9500000000000001,60,40.632892816890035
o4-mini,1,5,ads_hinged,min,M05,invalid,0.95,59,0.18663751593258393
o4-mini,1,5,ads_hinged,min,M05,valid,0.6144802424670592,60,23.99659179138746
o4-mini,1,5,ads_hinged,min,M06,invalid,0.9750000000000001,59,6.137705793790231
o4-mini,1,5,ads_hinged,min,M06,valid,1.0,60,65.61271275474778
o4-mini,1,5,ads_hinged,min,M07,invalid,0.6322715321051422,60,72.99372194587131
o4-mini,1,5,ads_hinged,min,M07,valid,1.0,60,84.89387154191101
o4-mini,1,5,ads_hinged,min,M08,invalid,0.9617423656685156,60,30.18347694255889
o4-mini,1,5,ads_hinged,min,M08,valid,1.0,59,51.974858662370316
o4-mini,1,5,ads_hinged,min,S01,invalid,0.2866019447170403,59,117.36056025748663
o4-mini,1,5,ads_hinged,min,S01,valid,1.0,60,33.43524421886112
o4-mini,1,5,ads_hinged,min,S02,invalid,0.7702821695803017,60,92.46112158840886
o4-mini,1,5,ads_hinged,min,S02,valid,1.0,60,50.94906693935938
o4-mini,1,5,ads_hinged,min,S03,invalid,0.0,60,12.70061499869476
o4-mini,1,5,ads_hinged,min,S03,valid,0.9838299358368248,60,41.331267497042255
o4-mini,1,5,ads_hinged,min,S04,invalid,0.08588685481924833,60,81.33714628670849
o4-mini,1,5,ads_hinged,min,S04,valid,0.059743886267631656,60,25.91683047809965
o4-mini,1,5,ads_hinged,min,S05,invalid,0.06775269018670912,60,79.32871779694898
o4-mini,1,5,ads_hinged,min,S05,valid,1.0,60,19.53760579531901
o4-mini,1,5,ads_hinged,min,S06,invalid,0.8560530925407287,60,7.3357758947109915
o4-mini,1,5,ads_hinged,min,S06,valid,1.0,60,68.08953447252458
o4-mini,1,5,ads_hinged,min,S07,invalid,0.6180922174482526,59,36.526857408939065
o4-mini,1,5,ads_hinged,min,S07,valid,1.0,60,45.9852832873524
o4-mini,1,5,ads_hinged,min,S08,invalid,0.07222178333618123,56,87.80225698085364
o4-mini,1,5,ads_hinged,min,S08,valid,0.6963230277868665,60,27.707444206880364
o4-mini,1,5,ads_hinged,sum,L01,invalid,0.575,60,14.157749059315455
o4-mini,1,5,ads_hinged,sum,L01,valid,0.6689648402547584,60,46.57436099773283
o4-mini,1,5,ads_hinged,sum,L02,invalid,1.0,60,56.19310486293487
o4-mini,1,5,ads_hinged,sum,L02,valid,1.0,60,63.54852643269894
o4-mini,1,5,ads_hinged,sum,L03,invalid,0.06080328146304328,59,60.74216437506674
o4-mini,1,5,ads_hinged,sum,L03,valid,1.0,60,51.717535597563284
o4-mini,1,5,ads_hinged,sum,L04,invalid,0.95,60,0.29426328299945514
o4-mini,1,5,ads_hinged,sum,L04,valid,1.0,60,65.15712656574829
o4-mini,1,5,ads_hinged,sum,L07,invalid,0.049999999999999996,58,23.038791452143506
o4-mini,1,5,ads_hinged,sum,L07,valid,0.8671948552491443,60,46.553573191333975
o4-mini,1,5,ads_hinged,sum,L08,invalid,0.95,60,14.840491265444449
o4-mini,1,5,ads_hinged,sum,L08,valid,1.0,60,49.50339645879964
o4-mini,1,5,ads_hinged,sum,M01,invalid,0.9924232473985735,60,46.68102351669146
o4-mini,1,5,ads_hinged,sum,M01,valid,0.8299601854195563,60,53.73758573884409
o4-mini,1,5,ads_hinged,sum,M02,invalid,0.10179524544183245,59,101.58512368602766
o4-mini,1,5,ads_hinged,sum,M02,valid,1.0,60,26.544720886333362
o4-mini,1,5,ads_hinged,sum,M03,invalid,0.9262227097461883,60,29.471594361780923
o4-mini,1,5,ads_hinged,sum,M03,valid,1.0,60,30.212373623220664
o4-mini,1,5,ads_hinged,sum,M04,invalid,0.0714446711639431,59,102.90789470263414
o4-mini,1,5,ads_hinged,sum,M04,valid,0.9500000000000001,60,40.632892816890035
o4-mini,1,5,ads_hinged,sum,M05,invalid,0.95,59,0.18663751593258393
o4-mini,1,5,ads_hinged,sum,M05,valid,0.6144802424670592,60,23.99659179138746
o4-mini,1,5,ads_hinged,sum,M06,invalid,0.9750000000000001,59,6.137705793790231
o4-mini,1,5,ads_hinged,sum,M06,valid,1.0,60,65.61271275474778
o4-mini,1,5,ads_hinged,sum,M07,invalid,0.6322715321051422,60,72.99372194587131
o4-mini,1,5,ads_hinged,sum,M07,valid,1.0,60,84.89387154191101
o4-mini,1,5,ads_hinged,sum,M08,invalid,0.9617423656685156,60,30.18347694255889
o4-mini,1,5,ads_hinged,sum,M08,valid,1.0,59,51.974858662370316
o4-mini,1,5,ads_hinged,sum,S01,invalid,0.2866019447170403,59,117.36056025748663
o4-mini,1,5,ads_hinged,sum,S01,valid,1.0,60,33.43524421886112
o4-mini,1,5,ads_hinged,sum,S02,invalid,0.7702821695803017,60,92.46112158840886
o4-mini,1,5,ads_hinged,sum,S02,valid,1.0,60,50.94906693935938
o4-mini,1,5,ads_hinged,sum,S03,invalid,0.0,60,12.70061499869476
o4-mini,1,5,ads_hinged,sum,S03,valid,0.9838299358368248,60,41.331267497042255
o4-mini,1,5,ads_hinged,sum,S04,invalid,0.08588685481924833,60,81.33714628670849
o4-mini,1,5,ads_hinged,sum,S04,valid,0.059743886267631656,60,25.91683047809965
o4-mini,1,5,ads_hinged,sum,S05,invalid,0.06775269018670912,60,79.32871779694898
o4-mini,1,5,ads_hinged,sum,S05,valid,1.0,60,19.53760579531901
o4-mini,1,5,ads_hinged,sum,S06,invalid,0.8560530925407287,60,7.3357758947109915
o4-mini,1,5,ads_hinged,sum,S06,valid,1.0,60,68.08953447252458
o4-mini,1,5,ads_hinged,sum,S07,invalid,0.6180922174482526,59,36.526857408939065
o4-mini,1,5,ads_hinged,sum,S07,valid,1.0,60,45.9852832873524
o4-mini,1,5,ads_hinged,sum,S08,invalid,0.07222178333618123,56,87.80225698085364
o4-mini,1,5,ads_hinged,sum,S08,valid,0.6963230277868665,60,27.707444206880364
o4-mini,1,5,none,unweighted,L01,invalid,0.6166666666666667,60,60.0
o4-mini,1,5,none,unweighted,L01,valid,0.65,60,60.0
o4-mini,1,5,none,unweighted,L02,invalid,1.0,60,60.0
o4-mini,1,5,none,unweighted,L02,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,L03,invalid,0.06779661016949153,59,59.0
o4-mini,1,5,none,unweighted,L03,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,L04,invalid,0.9666666666666667,60,60.0
o4-mini,1,5,none,unweighted,L04,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,L07,invalid,0.3103448275862069,58,58.0
o4-mini,1,5,none,unweighted,L07,valid,0.8666666666666667,60,60.0
o4-mini,1,5,none,unweighted,L08,invalid,0.9166666666666666,60,60.0
o4-mini,1,5,none,unweighted,L08,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,M01,invalid,0.9833333333333333,60,60.0
o4-mini,1,5,none,unweighted,M01,valid,0.8333333333333334,60,60.0
o4-mini,1,5,none,unweighted,M02,invalid,0.1016949152542373,59,59.0
o4-mini,1,5,none,unweighted,M02,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,M03,invalid,0.9166666666666666,60,60.0
o4-mini,1,5,none,unweighted,M03,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,M04,invalid,0.06779661016949153,59,59.0
o4-mini,1,5,none,unweighted,M04,valid,0.95,60,60.0
o4-mini,1,5,none,unweighted,M05,invalid,0.8135593220338984,59,59.0
o4-mini,1,5,none,unweighted,M05,valid,0.7666666666666667,60,60.0
o4-mini,1,5,none,unweighted,M06,invalid,0.9830508474576272,59,59.0
o4-mini,1,5,none,unweighted,M06,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,M07,invalid,0.6333333333333333,60,60.0
o4-mini,1,5,none,unweighted,M07,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,M08,invalid,0.95,60,60.0
o4-mini,1,5,none,unweighted,M08,valid,1.0,59,59.0
o4-mini,1,5,none,unweighted,S01,invalid,0.2542372881355932,59,59.0
o4-mini,1,5,none,unweighted,S01,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,S02,invalid,0.7666666666666667,60,60.0
o4-mini,1,5,none,unweighted,S02,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,S03,invalid,0.5833333333333334,60,60.0
o4-mini,1,5,none,unweighted,S03,valid,0.9833333333333333,60,60.0
o4-mini,1,5,none,unweighted,S04,invalid,0.08333333333333333,60,60.0
o4-mini,1,5,none,unweighted,S04,valid,0.1,60,60.0
o4-mini,1,5,none,unweighted,S05,invalid,0.06666666666666667,60,60.0
o4-mini,1,5,none,unweighted,S05,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,S06,invalid,0.85,60,60.0
o4-mini,1,5,none,unweighted,S06,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,S07,invalid,0.6101694915254238,59,59.0
o4-mini,1,5,none,unweighted,S07,valid,1.0,60,60.0
o4-mini,1,5,none,unweighted,S08,invalid,0.07142857142857142,56,56.0
o4-mini,1,5,none,unweighted,S08,valid,0.7,60,60.0
o4-mini,1,5,raw_bt_abs,lead,L01,invalid,0.5776066632066431,60,21.08617055385438
o4-mini,1,5,raw_bt_abs,lead,L01,valid,0.6739751376114063,60,36.841303295345256
o4-mini,1,5,raw_bt_abs,lead,L02,invalid,1.0,60,65.92616256532244
o4-mini,1,5,raw_bt_abs,lead,L02,valid,1.0,60,53.815468730311366
o4-mini,1,5,raw_bt_abs,lead,L03,invalid,0.06175519684710144,59,70.31300444908119
o4-mini,1,5,raw_bt_abs,lead,L03,valid,1.0,60,41.984477895175715
o4-mini,1,5,raw_bt_abs,lead,L04,invalid,0.9672929218306497,60,10.369266833930796
o4-mini,1,5,raw_bt_abs,lead,L04,valid,1.0,60,55.4240688633607
o4-mini,1,5,raw_bt_abs,lead,L07,invalid,0.07923338205677545,58,28.37027267998613
o4-mini,1,5,raw_bt_abs,lead,L07,valid,0.8673344755092828,60,36.8205154889464
o4-mini,1,5,raw_bt_abs,lead,L08,invalid,0.9400408223697295,60,22.583007494095515
o4-mini,1,5,raw_bt_abs,lead,L08,valid,1.0,60,39.770338756412066
o4-mini,1,5,raw_bt_abs,lead,M01,invalid,0.9908549747936691,60,56.41408121907904
o4-mini,1,5,raw_bt_abs,lead,M01,valid,0.8292141021243038,60,44.004528036456506
o4-mini,1,5,raw_bt_abs,lead,M02,invalid,0.10178660673143324,59,111.15596376004211
o4-mini,1,5,raw_bt_abs,lead,M02,valid,1.0,60,16.811663183945786
o4-mini,1,5,raw_bt_abs,lead,M03,invalid,0.9238502994886697,60,39.2046520641685
o4-mini,1,5,raw_bt_abs,lead,M03,valid,1.0,60,20.47931592083308
o4-mini,1,5,raw_bt_abs,lead,M04,invalid,0.07113425685827476,59,112.4787347766486
o4-mini,1,5,raw_bt_abs,lead,M04,valid,0.9500000000000001,60,30.899835114502462
o4-mini,1,5,raw_bt_abs,lead,M05,invalid,0.8887984112649651,59,4.877061088657576
o4-mini,1,5,raw_bt_abs,lead,M05,valid,0.5106322592805393,60,14.26353408899988
o4-mini,1,5,raw_bt_abs,lead,M06,invalid,0.9799178415160472,59,15.71844348654647
o4-mini,1,5,raw_bt_abs,lead,M06,valid,1.0,60,55.87965505236019
o4-mini,1,5,raw_bt_abs,lead,M07,invalid,0.6323964562550534,60,82.7267796482589
o4-mini,1,5,raw_bt_abs,lead,M07,valid,1.0,60,75.16081383952344
o4-mini,1,5,raw_bt_abs,lead,M08,invalid,0.9588791631477862,60,39.916534644946466
o4-mini,1,5,raw_bt_abs,lead,M08,valid,1.0,59,42.40401858835586
o4-mini,1,5,raw_bt_abs,lead,S01,invalid,0.28416159543087116,59,126.93140033150108
o4-mini,1,5,raw_bt_abs,lead,S01,valid,1.0,60,23.702186516473542
o4-mini,1,5,raw_bt_abs,lead,S02,invalid,0.7699378261086307,60,102.19417929079643
o4-mini,1,5,raw_bt_abs,lead,S02,valid,1.0,60,41.2160092369718
o4-mini,1,5,raw_bt_abs,lead,S03,invalid,0.01655191694015909,60,16.252405818949295
o4-mini,1,5,raw_bt_abs,lead,S03,valid,0.9839829021236189,60,31.59820979465468
o4-mini,1,5,raw_bt_abs,lead,S04,invalid,0.08561394918295841,60,91.07020398909607
o4-mini,1,5,raw_bt_abs,lead,S04,valid,0.060439287382167466,60,22.42703241633304
o4-mini,1,5,raw_bt_abs,lead,S05,invalid,0.06763400481885676,60,89.06177549933656
o4-mini,1,5,raw_bt_abs,lead,S05,valid,1.0,60,11.34354634546656
o4-mini,1,5,raw_bt_abs,lead,S06,invalid,0.8526014742071351,60,17.06883359709857
o4-mini,1,5,raw_bt_abs,lead,S06,valid,1.0,60,58.356476770137
o4-mini,1,5,raw_bt_abs,lead,S07,invalid,0.6164472948838299,59,46.097697482953514
o4-mini,1,5,raw_bt_abs,lead,S07,valid,1.0,60,36.252225584964826
o4-mini,1,5,raw_bt_abs,lead,S08,invalid,0.07214741085290005,56,96.88644416974871
o4-mini,1,5,raw_bt_abs,lead,S08,valid,0.6943319621829549,60,17.974386504492788
o4-mini,1,5,raw_bt_abs,max,L01,invalid,0.5776066632066431,60,21.08617055385438
o4-mini,1,5,raw_bt_abs,max,L01,valid,0.6739751376114063,60,36.841303295345256
o4-mini,1,5,raw_bt_abs,max,L02,invalid,1.0,60,65.92616256532244
o4-mini,1,5,raw_bt_abs,max,L02,valid,1.0,60,53.815468730311366
o4-mini,1,5,raw_bt_abs,max,L03,invalid,0.06175519684710144,59,70.31300444908119
o4-mini,1,5,raw_bt_abs,max,L03,valid,1.0,60,41.984477895175715
o4-mini,1,5,raw_bt_abs,max,L04,invalid,0.9672929218306497,60,10.369266833930796
o4-mini,1,5,raw_bt_abs,max,L04,valid,1.0,60,55.4240688633607
o4-mini,1,5,raw_bt_abs,max,L07,invalid,0.07923338205677545,58,28.37027267998613
o4-mini,1,5,raw_bt_abs,max,L07,valid,0.8673344755092828,60,36.8205154889464
o4-mini,1,5,raw_bt_abs,max,L08,invalid,0.9400408223697295,60,22.583007494095515
o4-mini,1,5,raw_bt_abs,max,L08,valid,1.0,60,39.770338756412066
o4-mini,1,5,raw_bt_abs,max,M01,invalid,0.9908549747936691,60,56.41408121907904
o4-mini,1,5,raw_bt_abs,max,M01,valid,0.8292141021243038,60,44.004528036456506
o4-mini,1,5,raw_bt_abs,max,M02,invalid,0.10178660673143324,59,111.15596376004211
o4-mini,1,5,raw_bt_abs,max,M02,valid,1.0,60,16.811663183945786
o4-mini,1,5,raw_bt_abs,max,M03,invalid,0.9238502994886697,60,39.2046520641685
o4-mini,1,5,raw_bt_abs,max,M03,valid,1.0,60,20.47931592083308
o4-mini,1,5,raw_bt_abs,max,M04,invalid,0.07113425685827476,59,112.4787347766486
o4-mini,1,5,raw_bt_abs,max,M04,valid,0.9500000000000001,60,30.899835114502462
o4-mini,1,5,raw_bt_abs,max,M05,invalid,0.8887984112649651,59,4.877061088657576
o4-mini,1,5,raw_bt_abs,max,M05,valid,0.5106322592805393,60,14.26353408899988
o4-mini,1,5,raw_bt_abs,max,M06,invalid,0.9799178415160472,59,15.71844348654647
o4-mini,1,5,raw_bt_abs,max,M06,valid,1.0,60,55.87965505236019
o4-mini,1,5,raw_bt_abs,max,M07,invalid,0.6323964562550534,60,82.7267796482589
o4-mini,1,5,raw_bt_abs,max,M07,valid,1.0,60,75.16081383952344
o4-mini,1,5,raw_bt_abs,max,M08,invalid,0.9588791631477862,60,39.916534644946466
o4-mini,1,5,raw_bt_abs,max,M08,valid,1.0,59,42.40401858835586
o4-mini,1,5,raw_bt_abs,max,S01,invalid,0.28416159543087116,59,126.93140033150108
o4-mini,1,5,raw_bt_abs,max,S01,valid,1.0,60,23.702186516473542
o4-mini,1,5,raw_bt_abs,max,S02,invalid,0.7699378261086307,60,102.19417929079643
o4-mini,1,5,raw_bt_abs,max,S02,valid,1.0,60,41.2160092369718
o4-mini,1,5,raw_bt_abs,max,S03,invalid,0.01655191694015909,60,16.252405818949295
o4-mini,1,5,raw_bt_abs,max,S03,valid,0.9839829021236189,60,31.59820979465468
o4-mini,1,5,raw_bt_abs,max,S04,invalid,0.08561394918295841,60,91.07020398909607
o4-mini,1,5,raw_bt_abs,max,S04,valid,0.060439287382167466,60,22.42703241633304
o4-mini,1,5,raw_bt_abs,max,S05,invalid,0.06763400481885676,60,89.06177549933656
o4-mini,1,5,raw_bt_abs,max,S05,valid,1.0,60,11.34354634546656
o4-mini,1,5,raw_bt_abs,max,S06,invalid,0.8526014742071351,60,17.06883359709857
o4-mini,1,5,raw_bt_abs,max,S06,valid,1.0,60,58.356476770137
o4-mini,1,5,raw_bt_abs,max,S07,invalid,0.6164472948838299,59,46.097697482953514
o4-mini,1,5,raw_bt_abs,max,S07,valid,1.0,60,36.252225584964826
o4-mini,1,5,raw_bt_abs,max,S08,invalid,0.07214741085290005,56,96.88644416974871
o4-mini,1,5,raw_bt_abs,max,S08,valid,0.6943319621829549,60,17.974386504492788
o4-mini,1,5,raw_bt_abs,mean,L01,invalid,0.5776066632066431,60,21.08617055385438
o4-mini,1,5,raw_bt_abs,mean,L01,valid,0.6739751376114063,60,36.841303295345256
o4-mini,1,5,raw_bt_abs,mean,L02,invalid,1.0,60,65.92616256532244
o4-mini,1,5,raw_bt_abs,mean,L02,valid,1.0,60,53.815468730311366
o4-mini,1,5,raw_bt_abs,mean,L03,invalid,0.06175519684710144,59,70.31300444908119
o4-mini,1,5,raw_bt_abs,mean,L03,valid,1.0,60,41.984477895175715
o4-mini,1,5,raw_bt_abs,mean,L04,invalid,0.9672929218306497,60,10.369266833930796
o4-mini,1,5,raw_bt_abs,mean,L04,valid,1.0,60,55.4240688633607
o4-mini,1,5,raw_bt_abs,mean,L07,invalid,0.07923338205677545,58,28.37027267998613
o4-mini,1,5,raw_bt_abs,mean,L07,valid,0.8673344755092828,60,36.8205154889464
o4-mini,1,5,raw_bt_abs,mean,L08,invalid,0.9400408223697295,60,22.583007494095515
o4-mini,1,5,raw_bt_abs,mean,L08,valid,1.0,60,39.770338756412066
o4-mini,1,5,raw_bt_abs,mean,M01,invalid,0.9908549747936691,60,56.41408121907904
o4-mini,1,5,raw_bt_abs,mean,M01,valid,0.8292141021243038,60,44.004528036456506
o4-mini,1,5,raw_bt_abs,mean,M02,invalid,0.10178660673143324,59,111.15596376004211
o4-mini,1,5,raw_bt_abs,mean,M02,valid,1.0,60,16.811663183945786
o4-mini,1,5,raw_bt_abs,mean,M03,invalid,0.9238502994886697,60,39.2046520641685
o4-mini,1,5,raw_bt_abs,mean,M03,valid,1.0,60,20.47931592083308
o4-mini,1,5,raw_bt_abs,mean,M04,invalid,0.07113425685827476,59,112.4787347766486
